source_system,school_year,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,reconciliation_status,enrollment_rows,active_enrollments
synthetic_canvas,2029-2030,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,matched,11,11
synthetic_canvas,2029-2030,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,matched,11,11
synthetic_canvas,2030-2031,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-010,Honors Algebra 2 - Synthetic Section 06-10,TCH-003,Teacher 03,matched,11,11
synthetic_canvas,2030-2031,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-011,Honors Algebra 2 - Synthetic Section 06-11,TCH-003,Teacher 03,matched,11,11
synthetic_canvas,2030-2031,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-012,Honors Algebra 2 - Synthetic Section 06-12,TCH-003,Teacher 03,matched,10,10
synthetic_canvas,2031-2032,MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-009,Honors Algebra 2 - Synthetic Section 07-09,TCH-003,Teacher 03,matched,14,14
synthetic_canvas,2031-2032,MATH-ALG2-H,Honors Algebra 2,honors,Y06-SEC-010,Honors Algebra 2 - Synthetic Section 07-10,TCH-003,Teacher 03,matched,14,14
synthetic_canvas,2025-2026,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,matched,13,13
synthetic_canvas,2025-2026,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-022,AP Calculus AB - Synthetic Section 01-22,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2025-2026,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-023,AP Calculus AB - Synthetic Section 01-23,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2025-2026,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-024,AP Calculus AB - Synthetic Section 01-24,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2026-2027,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,matched,14,14
synthetic_canvas,2026-2027,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-021,AP Calculus AB - Synthetic Section 02-21,TCH-005,Teacher 05,matched,13,13
synthetic_canvas,2027-2028,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-017,AP Calculus AB - Synthetic Section 03-17,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2027-2028,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-018,AP Calculus AB - Synthetic Section 03-18,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2027-2028,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-019,AP Calculus AB - Synthetic Section 03-19,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2027-2028,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-020,AP Calculus AB - Synthetic Section 03-20,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2027-2028,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-021,AP Calculus AB - Synthetic Section 03-21,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2028-2029,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-019,AP Calculus AB - Synthetic Section 04-19,TCH-005,Teacher 05,matched,14,14
synthetic_canvas,2028-2029,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-020,AP Calculus AB - Synthetic Section 04-20,TCH-005,Teacher 05,matched,14,14
synthetic_canvas,2028-2029,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-021,AP Calculus AB - Synthetic Section 04-21,TCH-005,Teacher 05,matched,13,13
synthetic_canvas,2028-2029,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,matched,13,13
synthetic_canvas,2029-2030,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-020,AP Calculus AB - Synthetic Section 05-20,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2029-2030,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-021,AP Calculus AB - Synthetic Section 05-21,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2029-2030,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,AP Calculus AB - Synthetic Section 05-22,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2029-2030,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-023,AP Calculus AB - Synthetic Section 05-23,TCH-005,Teacher 05,matched,10,10
synthetic_canvas,2030-2031,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-019,AP Calculus AB - Synthetic Section 06-19,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2030-2031,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-020,AP Calculus AB - Synthetic Section 06-20,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2030-2031,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-021,AP Calculus AB - Synthetic Section 06-21,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2030-2031,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-022,AP Calculus AB - Synthetic Section 06-22,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2031-2032,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,matched,14,14
synthetic_canvas,2031-2032,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,matched,14,14
synthetic_canvas,2031-2032,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,AP Calculus AB - Synthetic Section 07-20,TCH-005,Teacher 05,matched,14,14
synthetic_canvas,2031-2032,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,matched,13,13
synthetic_canvas,2025-2026,MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-025,AP Calculus BC - Synthetic Section 01-25,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2025-2026,MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-026,AP Calculus BC - Synthetic Section 01-26,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2026-2027,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,matched,14,14
synthetic_canvas,2026-2027,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,matched,13,13
synthetic_canvas,2027-2028,MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-022,AP Calculus BC - Synthetic Section 03-22,TCH-005,Teacher 05,matched,8,8
synthetic_canvas,2027-2028,MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-023,AP Calculus BC - Synthetic Section 03-23,TCH-005,Teacher 05,matched,8,8
synthetic_canvas,2028-2029,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,AP Calculus BC - Synthetic Section 04-23,TCH-005,Teacher 05,matched,13,13
synthetic_canvas,2028-2029,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-024,AP Calculus BC - Synthetic Section 04-24,TCH-005,Teacher 05,matched,13,13
synthetic_canvas,2029-2030,MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-024,AP Calculus BC - Synthetic Section 05-24,TCH-005,Teacher 05,matched,9,9
synthetic_canvas,2029-2030,MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-025,AP Calculus BC - Synthetic Section 05-25,TCH-005,Teacher 05,matched,8,8
synthetic_canvas,2030-2031,MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-023,AP Calculus BC - Synthetic Section 06-23,TCH-005,Teacher 05,matched,11,11
synthetic_canvas,2030-2031,MATH-AP-CALC-BC,AP Calculus BC,ap,Y05-SEC-024,AP Calculus BC - Synthetic Section 06-24,TCH-005,Teacher 05,matched,10,10
synthetic_canvas,2031-2032,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2031-2032,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,matched,12,12
synthetic_canvas,2025-2026,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,AP Precalculus - Synthetic Section 01-16,TCH-004,Teacher 04,matched,10,10
synthetic_canvas,2025-2026,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-017,AP Precalculus - Synthetic Section 01-17,TCH-004,Teacher 04,matched,10,10
synthetic_canvas,2025-2026,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,matched,9,9
synthetic_canvas,2026-2027,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,matched,12,12
synthetic_canvas,2026-2027,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2026-2027,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-015,AP Precalculus - Synthetic Section 02-15,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2026-2027,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-016,AP Precalculus - Synthetic Section 02-16,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2027-2028,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-011,AP Precalculus - Synthetic Section 03-11,TCH-004,Teacher 04,matched,14,14
synthetic_canvas,2027-2028,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-012,AP Precalculus - Synthetic Section 03-12,TCH-004,Teacher 04,matched,13,13
synthetic_canvas,2027-2028,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-013,AP Precalculus - Synthetic Section 03-13,TCH-004,Teacher 04,matched,13,13
synthetic_canvas,2028-2029,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,matched,10,10
synthetic_canvas,2028-2029,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,matched,10,10
synthetic_canvas,2028-2029,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,matched,9,9
synthetic_canvas,2029-2030,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2029-2030,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2029-2030,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,matched,10,10
synthetic_canvas,2030-2031,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,matched,12,12
synthetic_canvas,2030-2031,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,matched,12,12
synthetic_canvas,2030-2031,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,matched,12,12
synthetic_canvas,2031-2032,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,AP Precalculus - Synthetic Section 07-11,TCH-004,Teacher 04,matched,12,12
synthetic_canvas,2031-2032,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2031-2032,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,matched,11,11
synthetic_canvas,2026-2027,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y01-SEC-024,Beyond Core Math Sequence - Synthetic Section 02-24,TCH-005,Teacher 05,matched,4,4
synthetic_canvas,2027-2028,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y02-SEC-024,Beyond Core Math Sequence - Synthetic Section 03-24,TCH-004,Teacher 04,matched,6,6
synthetic_canvas,2028-2029,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y03-SEC-025,Beyond Core Math Sequence - Synthetic Section 04-25,TCH-004,Teacher 04,matched,6,6
synthetic_canvas,2029-2030,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y04-SEC-026,Beyond Core Math Sequence - Synthetic Section 05-26,TCH-004,Teacher 04,matched,4,4
synthetic_canvas,2030-2031,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y05-SEC-025,Beyond Core Math Sequence - Synthetic Section 06-25,TCH-004,Teacher 04,matched,5,5
synthetic_canvas,2031-2032,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y06-SEC-024,Beyond Core Math Sequence - Synthetic Section 07-24,TCH-004,Teacher 04,matched,4,4
synthetic_canvas,2025-2026,MATH-GEOM,Geometry,regular,Y00-SEC-003,Geometry - Synthetic Section 01-03,TCH-002,Teacher 02,matched,12,12
synthetic_canvas,2025-2026,MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,matched,12,12
synthetic_canvas,2025-2026,MATH-GEOM,Geometry,regular,Y00-SEC-005,Geometry - Synthetic Section 01-05,TCH-001,Teacher 01,matched,12,12
synthetic_canvas,2025-2026,MATH-GEOM,Geometry,regular,Y00-SEC-006,Geometry - Synthetic Section 01-06,TCH-002,Teacher 02,matched,12,12
synthetic_canvas,2025-2026,MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,matched,12,12
synthetic_canvas,2025-2026,MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,matched,11,11
synthetic_canvas,2026-2027,MATH-GEOM,Geometry,regular,Y01-SEC-002,Geometry - Synthetic Section 02-02,TCH-002,Teacher 02,matched,14,14
synthetic_canvas,2026-2027,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,matched,13,13
synthetic_canvas,2026-2027,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,matched,13,13
synthetic_canvas,2026-2027,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,matched,13,13
synthetic_canvas,2027-2028,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,matched,12,12
synthetic_canvas,2027-2028,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,matched,12,12
synthetic_canvas,2027-2028,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,matched,12,12
synthetic_canvas,2027-2028,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,matched,12,12
synthetic_canvas,2028-2029,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,matched,14,14
synthetic_canvas,2028-2029,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,matched,14,14
synthetic_canvas,2028-2029,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,matched,14,14
synthetic_canvas,2028-2029,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,matched,13,13
synthetic_canvas,2029-2030,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,matched,13,13
synthetic_canvas,2029-2030,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,matched,13,13
synthetic_canvas,2029-2030,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,matched,13,13
synthetic_canvas,2029-2030,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,matched,13,13
synthetic_canvas,2029-2030,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,matched,13,13
synthetic_canvas,2030-2031,MATH-GEOM,Geometry,regular,Y05-SEC-002,Geometry - Synthetic Section 06-02,TCH-002,Teacher 02,matched,13,13
synthetic_canvas,2030-2031,MATH-GEOM,Geometry,regular,Y05-SEC-003,Geometry - Synthetic Section 06-03,TCH-001,Teacher 01,matched,13,13
synthetic_canvas,2030-2031,MATH-GEOM,Geometry,regular,Y05-SEC-004,Geometry - Synthetic Section 06-04,TCH-002,Teacher 02,matched,13,13
synthetic_canvas,2030-2031,MATH-GEOM,Geometry,regular,Y05-SEC-005,Geometry - Synthetic Section 06-05,TCH-001,Teacher 01,matched,12,12
synthetic_canvas,2031-2032,MATH-GEOM,Geometry,regular,Y06-SEC-002,Geometry - Synthetic Section 07-02,TCH-002,Teacher 02,matched,12,12
synthetic_canvas,2031-2032,MATH-GEOM,Geometry,regular,Y06-SEC-003,Geometry - Synthetic Section 07-03,TCH-001,Teacher 01,matched,12,12
synthetic_canvas,2031-2032,MATH-GEOM,Geometry,regular,Y06-SEC-004,Geometry - Synthetic Section 07-04,TCH-002,Teacher 02,matched,12,12
synthetic_canvas,2031-2032,MATH-GEOM,Geometry,regular,Y06-SEC-005,Geometry - Synthetic Section 07-05,TCH-001,Teacher 01,matched,12,12
synthetic_canvas,2025-2026,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,matched,8,8
synthetic_canvas,2025-2026,MATH-PRECALC,Precalculus,regular,Y00-SEC-020,Precalculus - Synthetic Section 01-20,TCH-004,Teacher 04,matched,8,8
synthetic_canvas,2026-2027,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,matched,12,12
synthetic_canvas,2026-2027,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,matched,12,12
synthetic_canvas,2026-2027,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,matched,11,11
